"","Date","PlotID","CH4Flux","FishTreatment","BirdTreatment","treatment","StudyYear","SamplingOccasion","logFlux","MeanDepth","PO4","GravH2O","NH4","NO3","Redox","SoilTemp","Daphnia","WinterFlood","FishOnFields","ElapsedDays","ElapsedDays2","Pre_Post","MeanTemp","MeanDO"
"256",2024-06-12,"8C",341.552675,"NoFish","Birds","Birds NoFish","Year1","6/12/2024",5.833501913,NA,12.91,0.384,12.98,0.15,-65.2,NA,NA,"N","N",188,35344,"Post",NA,NA
"257",2024-06-12,"8E",530.815155,"NoFish","NoBirds","NoBirds NoFish","Year1","6/12/2024",6.274413853,NA,12.71,0.452,71.07,0,-118.5,NA,NA,"N","N",188,35344,"Post",NA,NA
"258",2024-06-27,"1C",3.032675,"Fish","Birds","Birds Fish","Year1","6/27/2024",1.109445068,NA,NA,0.349,23.24,0.02,-174.3,NA,NA,"N","N",203,41209,"Post",NA,NA
"259",2024-06-27,"1E",73.85782,"Fish","NoBirds","NoBirds Fish","Year1","6/27/2024",4.302141894,NA,NA,0.431,1.95,0.02,NA,NA,NA,"N","N",203,41209,"Post",NA,NA
"260",2024-06-27,"2C",63.563165,"NoFish","Birds","Birds NoFish","Year1","6/27/2024",4.152034136,NA,NA,0.284,2.59,0.02,-143.2,NA,NA,"N","N",203,41209,"Post",NA,NA
"261",2024-06-27,"2E",123.379075,"NoFish","NoBirds","NoBirds NoFish","Year1","6/27/2024",4.815261527,NA,NA,0.348,6.05,0.02,-184.5,NA,NA,"N","N",203,41209,"Post",NA,NA
"262",2024-06-27,"3C",366.735925,"NoFish","Birds","Birds NoFish","Year1","6/27/2024",5.904642039,NA,NA,0.377,13.75,0.02,-100.6,NA,NA,"N","N",203,41209,"Post",NA,NA
"263",2024-06-27,"3E",177.621995,"NoFish","NoBirds","NoBirds NoFish","Year1","6/27/2024",5.179657669,NA,NA,0.34,2.7,0.02,-154.3,NA,NA,"N","N",203,41209,"Post",NA,NA
"264",2024-06-27,"4C",262.56186,"Fish","Birds","Birds Fish","Year1","6/27/2024",5.570486711,NA,NA,0.443,2.18,0.02,-137.6,NA,NA,"N","N",203,41209,"Post",NA,NA
"265",2024-06-27,"4E",400.56722,"Fish","NoBirds","NoBirds Fish","Year1","6/27/2024",5.992881593,NA,NA,0.411,5.95,0.02,-118.6,NA,NA,"N","N",203,41209,"Post",NA,NA
"266",2024-06-27,"5C",7.85567,"NoFish","Birds","Birds NoFish","Year1","6/27/2024",2.061235564,NA,NA,0.445,5.8,0.02,-136,NA,NA,"N","N",203,41209,"Post",NA,NA
"267",2024-06-27,"5E",315.652625,"NoFish","NoBirds","NoBirds NoFish","Year1","6/27/2024",5.754642321,NA,NA,0.421,1.74,0.02,-112.6,NA,NA,"N","N",203,41209,"Post",NA,NA
"268",2024-06-27,"6C",209.83439,"Fish","Birds","Birds Fish","Year1","6/27/2024",5.346318601,NA,NA,0.384,1.14,0.02,-126.3,NA,NA,"N","N",203,41209,"Post",NA,NA
"269",2024-06-27,"6E",173.437835,"Fish","NoBirds","NoBirds Fish","Year1","6/27/2024",5.155819235,NA,NA,0.491,4.8,0.02,-136.5,NA,NA,"N","N",203,41209,"Post",NA,NA
"270",2024-06-27,"7C",205.640305,"Fish","Birds","Birds Fish","Year1","6/27/2024",5.32612855,NA,NA,0.41,9.22,0.02,-116.9,NA,NA,"N","N",203,41209,"Post",NA,NA
"271",2024-06-27,"7E",146.78496,"Fish","NoBirds","NoBirds Fish","Year1","6/27/2024",4.988968659,NA,NA,0.409,6.79,0.02,-147.9,NA,NA,"N","N",203,41209,"Post",NA,NA
"272",2024-06-27,"8C",136.834955,"NoFish","Birds","Birds NoFish","Year1","6/27/2024",4.918775492,NA,NA,0.384,4.21,0.02,-124.2,NA,NA,"N","N",203,41209,"Post",NA,NA
"273",2024-06-27,"8E",253.08699,"NoFish","NoBirds","NoBirds NoFish","Year1","6/27/2024",5.533733264,NA,NA,0.452,10.3,0.02,-154.2,NA,NA,"N","N",203,41209,"Post",NA,NA
"274",2024-07-11,"1C",5.79734,"Fish","Birds","Birds Fish","Year1","7/11/2024",1.757399192,NA,2.53,0.283,58.53,2.21,-156.4,NA,NA,"N","N",217,47089,"Post",NA,NA
"275",2024-07-11,"1E",149.924955,"Fish","NoBirds","NoBirds Fish","Year1","7/11/2024",5.010134869,NA,4.38,0.374,4.79,0.82,-144.6,NA,NA,"N","N",217,47089,"Post",NA,NA
"276",2024-07-11,"2C",180.7801,"NoFish","Birds","Birds NoFish","Year1","7/11/2024",5.197281376,NA,5.79,0.279,0.82,0.9,-156.3,NA,NA,"N","N",217,47089,"Post",NA,NA
"277",2024-07-11,"2E",430.38981,"NoFish","NoBirds","NoBirds NoFish","Year1","7/11/2024",6.064691333,NA,5.34,0.322,0.97,1.53,-171.3,NA,NA,"N","N",217,47089,"Post",NA,NA
"278",2024-07-11,"3C",366.90384,"NoFish","Birds","Birds NoFish","Year1","7/11/2024",5.905099797,NA,4.07,0.334,0.14,1.2,-168.7,NA,NA,"N","N",217,47089,"Post",NA,NA
"279",2024-07-11,"3E",242.33699,"NoFish","NoBirds","NoBirds NoFish","Year1","7/11/2024",5.490329278,NA,6.85,0.298,1.28,1.04,-183,NA,NA,"N","N",217,47089,"Post",NA,NA
"280",2024-07-11,"4C",207.770915,"Fish","Birds","Birds Fish","Year1","7/11/2024",5.336436103,NA,4.86,0.347,1.19,0.98,-154,NA,NA,"N","N",217,47089,"Post",NA,NA
"281",2024-07-11,"4E",304.97246,"Fish","NoBirds","NoBirds Fish","Year1","7/11/2024",5.720221477,NA,5.85,0.4,15.92,0.82,-116.1,NA,NA,"N","N",217,47089,"Post",NA,NA
"282",2024-07-11,"5C",203.76192,"NoFish","Birds","Birds NoFish","Year1","7/11/2024",5.316952253,NA,6.61,0.793,NA,2.21,-135.5,NA,NA,"N","N",217,47089,"Post",NA,NA
"283",2024-07-11,"5E",215.344125,"NoFish","NoBirds","NoBirds NoFish","Year1","7/11/2024",5.37223733,NA,1.68,0.274,0.91,0.66,-81.8,NA,NA,"N","N",217,47089,"Post",NA,NA
"284",2024-07-11,"6C",270.753545,"Fish","Birds","Birds Fish","Year1","7/11/2024",5.601208979,NA,8.9,0.28,0.13,0.87,-150.1,NA,NA,"N","N",217,47089,"Post",NA,NA
"285",2024-07-11,"6E",286.159075,"Fish","NoBirds","NoBirds Fish","Year1","7/11/2024",5.656547862,NA,4.35,0.341,3.48,0.74,-104,NA,NA,"N","N",217,47089,"Post",NA,NA
"286",2024-07-11,"7C",350.26177,"Fish","Birds","Birds Fish","Year1","7/11/2024",5.858680789,NA,6.23,0.36,11,0.72,-165,NA,NA,"N","N",217,47089,"Post",NA,NA
"287",2024-07-11,"7E",201.945545,"Fish","NoBirds","NoBirds Fish","Year1","7/11/2024",5.307998082,NA,8.25,0.29,1.99,1.12,-159.6,NA,NA,"N","N",217,47089,"Post",NA,NA
"288",2024-07-11,"8C",223.12948,"NoFish","Birds","Birds NoFish","Year1","7/11/2024",5.407752231,NA,7.6,0.302,1.78,0.8,-160.8,NA,NA,"N","N",217,47089,"Post",NA,NA
"289",2024-07-11,"8E",281.25142,"NoFish","NoBirds","NoBirds NoFish","Year1","7/11/2024",5.639249002,NA,11.95,0.385,7.66,0.63,-168.5,NA,NA,"N","N",217,47089,"Post",NA,NA
"290",2024-07-26,"1C",9.58844,"Fish","Birds","Birds Fish","Year1","7/26/2024",2.260558206,NA,NA,0.406,7.57,0.02,-176.9,23.2,NA,"N","N",232,53824,"Post",NA,NA
"291",2024-07-26,"1E",162.156025,"Fish","NoBirds","NoBirds Fish","Year1","7/26/2024",5.088558989,NA,NA,0.401,14.29,0.02,-150.3,25.1,NA,"N","N",232,53824,"Post",NA,NA
"292",2024-07-26,"2C",631.82333,"NoFish","Birds","Birds NoFish","Year1","7/26/2024",6.448609814,NA,NA,0.389,2.22,0.02,-154.3,25.1,NA,"N","N",232,53824,"Post",NA,NA
"293",2024-07-26,"2E",283.0583,"NoFish","NoBirds","NoBirds NoFish","Year1","7/26/2024",5.645652883,NA,NA,0.417,6.31,0.02,-144.6,24.2,NA,"N","N",232,53824,"Post",NA,NA
"294",2024-07-26,"3C",3722.64474,"NoFish","Birds","Birds NoFish","Year1","7/26/2024",8.222189646,NA,NA,0.471,11.94,0.02,-156.4,25.6,NA,"N","N",232,53824,"Post",NA,NA
"295",2024-07-26,"3E",273.211805,"NoFish","NoBirds","NoBirds NoFish","Year1","7/26/2024",5.610247337,NA,NA,0.446,5.6,0.02,-137,24.8,NA,"N","N",232,53824,"Post",NA,NA
"296",2024-07-26,"4C",361.584285,"Fish","Birds","Birds Fish","Year1","7/26/2024",5.890495168,NA,NA,0.398,6.29,0.02,-140.6,26.1,NA,"N","N",232,53824,"Post",NA,NA
"297",2024-07-26,"4E",453.453175,"Fish","NoBirds","NoBirds Fish","Year1","7/26/2024",6.116892012,NA,NA,0.449,5.35,0.02,-171.3,27.1,NA,"N","N",232,53824,"Post",NA,NA
"298",2024-07-26,"5C",357.669845,"NoFish","Birds","Birds NoFish","Year1","7/26/2024",5.87961034,NA,NA,0.504,3.76,0.02,-176.6,25.7,NA,"N","N",232,53824,"Post",NA,NA
"299",2024-07-26,"5E",582.68117,"NoFish","NoBirds","NoBirds NoFish","Year1","7/26/2024",6.367640159,NA,NA,0.505,4.17,0.02,-154.1,26.1,NA,"N","N",232,53824,"Post",NA,NA
"300",2024-07-26,"6C",181.839595,"Fish","Birds","Birds Fish","Year1","7/26/2024",5.203124952,NA,NA,0.43,10.5,0.02,-176.3,24.1,NA,"N","N",232,53824,"Post",NA,NA
"301",2024-07-26,"6E",252.207485,"Fish","NoBirds","NoBirds Fish","Year1","7/26/2024",5.530252102,NA,NA,0.456,19.46,0.02,-169.9,24.1,NA,"N","N",232,53824,"Post",NA,NA
"302",2024-07-26,"7C",463.494975,"Fish","Birds","Birds Fish","Year1","7/26/2024",6.138795544,NA,NA,0.99,800.36,0.02,-183.9,23.7,NA,"N","N",232,53824,"Post",NA,NA
"303",2024-07-26,"7E",3770.84724,"Fish","NoBirds","NoBirds Fish","Year1","7/26/2024",8.235054987,NA,NA,0.479,8.98,0.02,-156.1,23.9,NA,"N","N",232,53824,"Post",NA,NA
"304",2024-07-26,"8C",2924.82828,"NoFish","Birds","Birds NoFish","Year1","7/26/2024",7.98099105,NA,NA,0.419,2.1,0.02,-161.3,23.9,NA,"N","N",232,53824,"Post",NA,NA
"305",2024-07-26,"8E",488.015145,"NoFish","NoBirds","NoBirds NoFish","Year1","7/26/2024",6.19034644,NA,NA,0.41,7.88,0.02,-146.3,23.8,NA,"N","N",232,53824,"Post",NA,NA
"306",2024-08-09,"1C",4718.59821,"Fish","Birds","Birds Fish","Year1","8/9/2024",8.459267045,NA,8.42,0.457,8.3,0.73,-94.2,NA,NA,"N","N",246,60516,"Post",NA,NA
"307",2024-08-09,"1E",1909.057725,"Fish","NoBirds","NoBirds Fish","Year1","8/9/2024",7.554365062,NA,7.77,0.939,60.26,6.53,-129.1,NA,NA,"N","N",246,60516,"Post",NA,NA
"308",2024-08-09,"2C",1652.80437,"NoFish","Birds","Birds NoFish","Year1","8/9/2024",7.410228742,NA,6.47,0.398,6.51,0.47,-143.6,NA,NA,"N","N",246,60516,"Post",NA,NA
"309",2024-08-09,"2E",9301.684395,"NoFish","NoBirds","NoBirds NoFish","Year1","8/9/2024",9.13795078,NA,8.08,0.402,6.75,0.53,-135.8,NA,NA,"N","N",246,60516,"Post",NA,NA
"310",2024-08-09,"3C",1091.96714,"NoFish","Birds","Birds NoFish","Year1","8/9/2024",6.995736064,NA,7.67,0.37,8.05,0.46,-143.1,NA,NA,"N","N",246,60516,"Post",NA,NA
"311",2024-08-09,"3E",5830.94742,"NoFish","NoBirds","NoBirds NoFish","Year1","8/9/2024",8.670934774,NA,7.53,0.388,7.52,0.35,-135.3,NA,NA,"N","N",246,60516,"Post",NA,NA
"312",2024-08-09,"4C",2361.35138,"Fish","Birds","Birds Fish","Year1","8/9/2024",7.766989353,NA,5.75,0.439,6.36,0.46,-133.9,NA,NA,"N","N",246,60516,"Post",NA,NA
"313",2024-08-09,"4E",877.89763,"Fish","NoBirds","NoBirds Fish","Year1","8/9/2024",6.777529992,NA,6.64,0.395,6.23,0.59,-141.2,NA,NA,"N","N",246,60516,"Post",NA,NA
"314",2024-08-09,"5C",965.49708,"NoFish","Birds","Birds NoFish","Year1","8/9/2024",6.872643078,NA,6.47,0.549,10.7,0.66,-130.2,NA,NA,"N","N",246,60516,"Post",NA,NA
"315",2024-08-09,"5E",10831.86342,"NoFish","NoBirds","NoBirds NoFish","Year1","8/9/2024",9.290247386,NA,6.06,0.348,1.04,0.02,-132.8,NA,NA,"N","N",246,60516,"Post",NA,NA
"316",2024-08-09,"6C",955.87325,"Fish","Birds","Birds Fish","Year1","8/9/2024",6.862625321,NA,7.6,0.402,8.18,0.41,-140.4,NA,NA,"N","N",246,60516,"Post",NA,NA
"317",2024-08-09,"6E",2166.72887,"Fish","NoBirds","NoBirds Fish","Year1","8/9/2024",7.680973876,NA,7.02,0.436,8.54,0.51,-135.2,NA,NA,"N","N",246,60516,"Post",NA,NA
"318",2024-08-09,"7C",461.33368,"Fish","Birds","Birds Fish","Year1","8/9/2024",6.134121599,NA,5.68,0.386,8.59,0.52,-134.6,NA,NA,"N","N",246,60516,"Post",NA,NA
"319",2024-08-09,"7E",953.28527,"Fish","NoBirds","NoBirds Fish","Year1","8/9/2024",6.859914198,NA,8.56,0.357,4.94,0.33,-123.4,NA,NA,"N","N",246,60516,"Post",NA,NA
"320",2024-08-09,"8C",2170.54057,"NoFish","Birds","Birds NoFish","Year1","8/9/2024",7.682731526,NA,8.11,0.481,5.62,0.621,-126.8,NA,NA,"N","N",246,60516,"Post",NA,NA
"321",2024-08-09,"8E",3286.84916,"NoFish","NoBirds","NoBirds NoFish","Year1","8/9/2024",8.097684683,NA,7.98,0.457,3.81,0.47,-138.2,NA,NA,"N","N",246,60516,"Post",NA,NA
"322",2024-08-23,"1C",6933.49323,"Fish","Birds","Birds Fish","Year1","8/23/2024",8.844119039,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"323",2024-08-23,"1E",266.36427,"Fish","NoBirds","NoBirds Fish","Year1","8/23/2024",5.584864808,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"324",2024-08-23,"2C",444.7108,"NoFish","Birds","Birds NoFish","Year1","8/23/2024",6.097424183,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"325",2024-08-23,"2E",569.637595,"NoFish","NoBirds","NoBirds NoFish","Year1","8/23/2024",6.34500036,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"326",2024-08-23,"3C",9935.49779,"NoFish","Birds","Birds NoFish","Year1","8/23/2024",9.203869258,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"327",2024-08-23,"3E",301.776595,"NoFish","NoBirds","NoBirds NoFish","Year1","8/23/2024",5.709686992,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"328",2024-08-23,"4C",2377.5191,"Fish","Birds","Birds Fish","Year1","8/23/2024",7.773812828,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"329",2024-08-23,"4E",728.22646,"Fish","NoBirds","NoBirds Fish","Year1","8/23/2024",6.590612071,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"330",2024-08-23,"5C",9711.9702,"NoFish","Birds","Birds NoFish","Year1","8/23/2024",9.181114445,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"331",2024-08-23,"5E",5059.307485,"NoFish","NoBirds","NoBirds NoFish","Year1","8/23/2024",8.528984892,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"332",2024-08-23,"6C",16367.12097,"Fish","Birds","Birds Fish","Year1","8/23/2024",9.703029782,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"333",2024-08-23,"6E",5962.57404,"Fish","NoBirds","NoBirds Fish","Year1","8/23/2024",8.693257553,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"334",2024-08-23,"7C",2925.634595,"Fish","Birds","Birds Fish","Year1","8/23/2024",7.981266692,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"335",2024-08-23,"7E",3714.84829,"Fish","NoBirds","NoBirds Fish","Year1","8/23/2024",8.220093119,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"336",2024-08-23,"8C",2735.67976,"NoFish","Birds","Birds NoFish","Year1","8/23/2024",7.914135225,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"337",2024-08-23,"8E",6058.82605,"NoFish","NoBirds","NoBirds NoFish","Year1","8/23/2024",8.709271339,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",260,67600,"Post",NA,NA
"338",2024-09-06,"1E",1.637265,"Fish","NoBirds","NoBirds Fish","Year1","9/6/2024",0.493027167,NA,10.82,0.263,3.66,0.18,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"339",2024-09-06,"2C",2.76044,"NoFish","Birds","Birds NoFish","Year1","9/6/2024",1.015390087,NA,2.7,0.231,0.61,0.1,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"340",2024-09-06,"2E",6.41991,"NoFish","NoBirds","NoBirds NoFish","Year1","9/6/2024",1.859404099,NA,4.8,0.231,17.45,0.4,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"341",2024-09-06,"3C",2.70459,"NoFish","Birds","Birds NoFish","Year1","9/6/2024",0.99495033,NA,3.43,0.268,6.4,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"342",2024-09-06,"3E",1.4343,"NoFish","NoBirds","NoBirds NoFish","Year1","9/6/2024",0.360676925,NA,3.64,0.206,0.63,0.1,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"343",2024-09-06,"4C",8.34436,"Fish","Birds","Birds Fish","Year1","9/6/2024",2.121585862,NA,3.17,0.233,1.76,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"344",2024-09-06,"4E",3.804015,"Fish","NoBirds","NoBirds Fish","Year1","9/6/2024",1.336057088,NA,5.2,0.246,4.24,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"345",2024-09-06,"5C",34.688735,"NoFish","Birds","Birds NoFish","Year1","9/6/2024",3.546414994,NA,4.98,0.337,5.53,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"346",2024-09-06,"5E",14.54878,"NoFish","NoBirds","NoBirds NoFish","Year1","9/6/2024",2.677507141,NA,3.9,0.29,2.26,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"347",2024-09-06,"6C",40.403385,"Fish","Birds","Birds Fish","Year1","9/6/2024",3.698913569,NA,5.38,0.325,1.17,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"348",2024-09-06,"6E",32.71711,"Fish","NoBirds","NoBirds Fish","Year1","9/6/2024",3.487898183,NA,4.87,0.336,1.61,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"349",2024-09-06,"7C",537.59032,"Fish","Birds","Birds Fish","Year1","9/6/2024",6.287096783,NA,6.32,0.387,3.9,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"350",2024-09-06,"7E",828.332305,"Fish","NoBirds","NoBirds Fish","Year1","9/6/2024",6.719414408,NA,7.05,0.368,3.75,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"351",2024-09-06,"8C",236.74,"NoFish","Birds","Birds NoFish","Year1","9/6/2024",5.466962493,NA,8.39,0.392,6.84,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"352",2024-09-06,"8E",420.973935,"NoFish","NoBirds","NoBirds NoFish","Year1","9/6/2024",6.04257092,NA,5.64,0.387,3.5,0,NA,NA,NA,"N","N",274,75076,"Post",NA,NA
"353",2024-10-02,"1C",0.331945,"Fish","Birds","Birds Fish","Year2","10/2/2024",-1.102785986,NA,3.79,0.16,2.57,1.18,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"354",2024-10-02,"1E",0.79226,"Fish","NoBirds","NoBirds Fish","Year2","10/2/2024",-0.232865658,NA,4.37,0.14,1.89,0.83,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"355",2024-10-02,"2C",0.30426,"NoFish","Birds","Birds NoFish","Year2","10/2/2024",-1.18987268,NA,2.7,0.14,1.67,1.02,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"356",2024-10-02,"2E",0.854615,"NoFish","NoBirds","NoBirds NoFish","Year2","10/2/2024",-0.157104204,NA,4.8,0.1,3.31,0.09,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"357",2024-10-02,"3C",0.976785,"NoFish","Birds","Birds NoFish","Year2","10/2/2024",-0.023488713,NA,3.43,0.19,2.96,0.65,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"358",2024-10-02,"3E",1.24706,"NoFish","NoBirds","NoBirds NoFish","Year2","10/2/2024",0.220788781,NA,3.64,0.15,1.93,0.59,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"359",2024-10-02,"4C",0.74333,"Fish","Birds","Birds Fish","Year2","10/2/2024",-0.296615188,NA,3.17,0.16,1.89,0.13,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"360",2024-10-02,"4E",0.758205,"Fish","NoBirds","NoBirds Fish","Year2","10/2/2024",-0.276801481,NA,5.2,0.12,4.34,0.03,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"361",2024-10-02,"5C",0.999455,"NoFish","Birds","Birds NoFish","Year2","10/2/2024",-0.000545149,NA,4.98,0.15,1.7,0,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"362",2024-10-02,"5E",0.44352,"NoFish","NoBirds","NoBirds NoFish","Year2","10/2/2024",-0.813012382,NA,3.9,0.14,1.67,0,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"363",2024-10-02,"6C",0.907035,"Fish","Birds","Birds Fish","Year2","10/2/2024",-0.097574241,NA,5.38,0.18,1.68,0.44,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"364",2024-10-02,"6E",0.429065,"Fish","NoBirds","NoBirds Fish","Year2","10/2/2024",-0.846146856,NA,4.87,0.17,1.73,0.13,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"365",2024-10-02,"7C",0.45576,"Fish","Birds","Birds Fish","Year2","10/2/2024",-0.785788924,NA,6.32,0.2,0.33,0.1,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"366",2024-10-02,"7E",1.30027,"Fish","NoBirds","NoBirds Fish","Year2","10/2/2024",0.262571935,NA,7.05,0.19,1.36,0.58,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"367",2024-10-02,"8C",0.6975,"NoFish","Birds","Birds NoFish","Year2","10/2/2024",-0.360252765,NA,8.39,0.2,1.54,1.19,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"368",2024-10-02,"8E",1.21243,"NoFish","NoBirds","NoBirds NoFish","Year2","10/2/2024",0.19262661,NA,5.64,0.21,2.66,0.49,NA,NA,NA,"N","N",1,1,"Pre",NA,NA
"369",2024-10-29,"1C",12.56641,"Fish","Birds","Birds Fish","Year2","10/29/2024",2.531027381,15.24,NA,0.28,1.95,0.57,NA,NA,NA,"N","N",28,784,"Pre",16.7381818181818,6.78363636363636
"370",2024-10-29,"1E",2.362975,"Fish","NoBirds","NoBirds Fish","Year2","10/29/2024",0.859921418,15.24,NA,0.37,1.13,0.53,NA,NA,NA,"Y","N",28,784,"Pre",17.0818181818182,6.52636363636364
"371",2024-10-29,"2C",6.839925,"NoFish","Birds","Birds NoFish","Year2","10/29/2024",1.922776767,17.78,NA,0.33,0.94,1.56,NA,NA,NA,"Y","N",28,784,"Pre",16.6945454545455,7.76818181818182
"372",2024-10-29,"2E",5.05423,"NoFish","NoBirds","NoBirds NoFish","Year2","10/29/2024",1.620225516,17.78,NA,0.38,6.12,0,NA,NA,NA,"Y","N",28,784,"Pre",16.6090909090909,7.60181818181818
"373",2024-10-29,"3C",29.09128,"NoFish","Birds","Birds NoFish","Year2","10/29/2024",3.370438473,21.59,NA,NA,NA,NA,NA,NA,NA,"Y","N",28,784,"Pre",16.37,7.58136363636364
"374",2024-10-29,"3E",5.9329,"NoFish","NoBirds","NoBirds NoFish","Year2","10/29/2024",1.780513132,15.24,NA,0.38,0.45,0.59,NA,NA,NA,"Y","N",28,784,"Pre",16.8654545454545,7.29090909090909
"375",2024-10-29,"4C",269.35357,"Fish","Birds","Birds Fish","Year2","10/29/2024",5.596024903,25.4,NA,0.39,0.72,0.12,38.65,NA,NA,"Y","N",28,784,"Pre",16.5872727272727,7.47818181818182
"376",2024-10-29,"4E",12.17858,"Fish","NoBirds","NoBirds Fish","Year2","10/29/2024",2.499678671,20.32,NA,0.42,2.7,4.52,NA,NA,NA,"Y","N",28,784,"Pre",16.4127272727273,7.49
"377",2024-10-29,"5C",41.71113,"NoFish","Birds","Birds NoFish","Year2","10/29/2024",3.730768,21.59,NA,0.38,0.13,0.87,86.5,NA,NA,"Y","N",28,784,"Pre",16.3963636363636,7.20636363636364
"378",2024-10-29,"5E",6.38858,"NoFish","NoBirds","NoBirds NoFish","Year2","10/29/2024",1.854512021,20.32,NA,0.35,1.21,0.81,95.15,NA,NA,"Y","N",28,784,"Pre",16.8490909090909,7.06454545454545
"379",2024-10-29,"6C",7.8127,"Fish","Birds","Birds Fish","Year2","10/29/2024",2.055750615,22.86,NA,0.35,1.4,0.6,NA,NA,NA,"Y","N",28,784,"Pre",16.7,7.78545454545455
"380",2024-10-29,"6E",22.352815,"Fish","NoBirds","NoBirds Fish","Year2","10/29/2024",3.106952264,17.78,NA,0.34,2.3,0.11,NA,NA,NA,"Y","N",28,784,"Pre",16.4472727272727,7.23818181818182
"381",2024-10-29,"8E",7.559405,"NoFish","NoBirds","NoBirds NoFish","Year2","10/29/2024",2.022792483,10.16,NA,0.36,2.36,0.61,60.53333333,NA,NA,"Y","N",28,784,"Pre",16.3618181818182,5.72727272727273
"382",2024-11-13,"1C",49.28033,"Fish","Birds","Birds Fish","Year2","11/13/2024",3.897525016,24.13,3.68,0.37,3.45,0.3,-52.2,12.9,4226.625777,"Y","N",43,1849,"Pre",11.4716666666667,9.00833333333333
"383",2024-11-13,"1E",496.928635,"Fish","NoBirds","NoBirds Fish","Year2","11/13/2024",6.208446424,28.575,2.88,0.28,6.94,0.06,-60.8,12.9,18724.93513,"Y","N",43,1849,"Pre",11.5708333333333,9.00375
"384",2024-11-13,"2C",310.101685,"NoFish","Birds","Birds NoFish","Year2","11/13/2024",5.73690026,22.225,2.56,0.35,3.58,0.07,-46.2,12.7,3243.68955,"Y","N",43,1849,"Pre",11.4241666666667,10.1020833333333
"385",2024-11-13,"2E",29.851465,"NoFish","NoBirds","NoBirds NoFish","Year2","11/13/2024",3.396233917,25.4,3.57,0.37,3.22,0.16,-7.1,12.2,1562.868601,"Y","N",43,1849,"Pre",11.5133333333333,9.73875
"386",2024-11-13,"3C",24.32143,"NoFish","Birds","Birds NoFish","Year2","11/13/2024",3.191357855,21.59,3.57,0.36,2.86,0.02,-57.6,12.6,7630.042463,"Y","N",43,1849,"Pre",11.3995833333333,9.77479166666667
