StudyYear,MeanDepth,PlotNumber,SurveyPeriod,DateSurveyPeriod,UniqueSurveyPlots,birds_number_all,pisc_number_all,birds_number_behavior,birds_time,birds_feeding_time,pisc_number_behavior,pisc_time,pisc_feeding_time,SiteArrivalTime,SiteDepartureTime,SurveyStartTime,SurveyEndTime,Sunrise_Sunset,AreaSearchStartTime,AreaSearchEndTime,TemperatureArrival_DegF,WindArrival_MPH,CloudCoverArrival_Percent,BarometricPressureArrival_Hg,BarometricPressure_Trend,TemperatureDeparture_DegF,WindDeparture_MPH,CloudCoverDeparture_Percent,MoonPhase_Percent,StartingDirection_Plot1_8,HuntDay,Weather,Machinery,Additional.Notes,NumBirds_North,NumBirds_East,NumBirds_South,NumBirds_West,Treatment,PiscPresenceAbsence,BirdPresenceAbsence,FishPresent
Year1,21,4,Morning,2024-01-25 Morning,2024-01-25 Morning 4,0,0,0,0,0,0,0,0,1/25/2024 7:20,1/25/2024 10:05,1/25/2024 7:20,1/25/2024 8:00,1/25/2024 7:18,NA,NA,46,2,0,30.18,Increasing,47,2,0,1,1,N,Fog,None,RWBL and BRBL near office,10,10,10,10,Fish,0,0,Present
Year1,21,4,Evening,2024-01-26 Evening,2024-01-26 Evening 4,0,0,0,0,0,0,0,0,1/26/2024 16:25,1/26/2024 18:40,1/26/2024 16:25,1/26/2024 17:05,1/26/2024 17:20,NA,NA,58,3,0.95,30.29,NA,58,3,0.95,0.98,1,N,None,None,,10,10,10,10,Fish,0,0,Present
Year1,21,4,Night,2024-01-26 Night,2024-01-26 Night 4,0,0,0,0,0,0,0,0,1/26/2024 16:25,1/26/2024 18:40,1/26/2024 18:20,1/26/2024 18:40,1/26/2024 17:20,NA,NA,56,2,1,30.29,NA,55,2,1,0.98,8,N,None,None,,NA,NA,NA,NA,Fish,0,0,Present
Year1,21,4,Evening,2024-02-01 Evening,2024-02-01 Evening 4,0,0,0,0,0,0,0,0,2/1/2024 16:37,2/1/2024 18:45,2/1/2024 16:40,2/1/2024 17:20,2/1/2024 17:27,NA,NA,56,4,0.8,29.66,NA,54,4,0.7,0.58,8,N,None,None,,100,100,10,10,Fish,0,0,Present
Year1,21,4,Night,2024-02-01 Night,2024-02-01 Night 4,0,0,0,0,0,0,0,0,2/1/2024 16:37,2/1/2024 18:45,2/1/2024 18:24,2/1/2024 18:44,2/1/2024 17:27,NA,NA,51,6,0.3,29.7,Increasing,51,6,0.3,0.57,8,N,None,None,,NA,NA,NA,NA,Fish,0,0,Present
Year1,21,4,Morning,2024-02-02 Morning,2024-02-02 Morning 4,3,0,3,2,0,0,0,0,2/2/2024 7:08,2/2/2024 8:20,2/2/2024 7:08,2/2/2024 7:48,2/2/2024 7:11,NA,NA,46,7,0.9,29.83,Increasing,47,7,0.8,0.52,1,N,None,None,,100,100,10,10,Fish,0,1,Present
Year1,21,4,Evening,2024-02-06 Evening,2024-02-06 Evening 4,0,0,0,0,0,0,0,0,2/6/2024 16:45,2/6/2024 18:54,2/6/2024 16:47,2/6/2024 17:27,2/6/2024 17:34,NA,NA,55,3,0.2,29.66,Decreasing,55,3,0.2,0.11,8,N,None,None,Killdeer bathing!,100,100,10,10,Fish,0,0,Present
Year1,21,4,Night,2024-02-06 Night,2024-02-06 Night 4,0,0,0,0,0,0,0,0,2/6/2024 16:45,2/6/2024 18:54,2/6/2024 18:34,2/6/2024 18:54,2/6/2024 17:34,NA,NA,51,3,0.15,29.67,NA,51,3,0.15,0.11,8,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,Fish,0,0,Present
Year1,21,4,Morning,2024-02-08 Morning,2024-02-08 Morning 4,0,0,0,0,0,0,0,0,2/8/2024 7:02,2/8/2024 8:21,2/8/2024 7:04,2/8/2024 7:44,2/8/2024 7:05,NA,NA,37,3,0.95,29.97,Increasing,39,3,0.7,0.02,8,N,None,None,"GWFG swimming through plots 6,7,8 at end of survey period.",10,10,10,100,Fish,0,0,Present
Year1,21,4,Morning,2024-02-15 Morning,2024-02-15 Morning 4,2,0,2,2.5,0.5,0,0,0,2/15/2024 6:46,2/15/2024 7:35,2/15/2024 6:51,2/15/2024 7:31,2/15/2024 6:58,NA,NA,48,9,0.6,30.19,Increasing,48,9,0.6,0.38,8,N,None,None,"Killdeer displaying, active. GWFG returns, left plots and went across road as before.",10,10,10,100,Fish,0,1,Present
Year1,21,4,Evening,2024-02-16 Evening,2024-02-16 Evening 4,0,0,0,0,0,0,0,0,2/16/2024 17:15,2/16/2024 19:10,2/16/2024 17:18,2/16/2024 17:58,2/16/2024 17:45,NA,NA,57,2,0.95,30.08,Decreasing,54,3,1,0.54,1,N,None,None,,10,10,10,100,Fish,0,0,Present
Year1,21,4,Night,2024-02-16 Night,2024-02-16 Night 4,0,0,0,0,0,0,0,0,2/16/2024 17:15,2/16/2024 19:10,2/16/2024 18:50,2/16/2024 19:10,2/16/2024 17:45,NA,NA,52,3,1,30.07,Decreasing,52,3,1,0.54,1,N,None,None,,NA,NA,NA,NA,Fish,0,0,Present
Year1,25,5,Morning,2023-11-17 Morning,2023-11-17 Morning 5,25,0,0,0,0,0,0,0,11/17/2023 6:30,11/17/2023 9:30,11/17/2023 7:00,11/17/2023 7:40,11/17/2023 6:51,NA,NA,60,1.9,0.4,29.98,NA,60,2.2,0.4,0.19,1,Y,None,None,Occassional gunshots from the N. Worked on camera traps. Decoys left.,1000,1000,1000,100,NoFish,0,1,Present
Year1,25,5,Evening,2023-11-20 Evening,2023-11-20 Evening 5,0,0,0,0,0,0,0,0,11/20/2023 15:48,11/20/2023 18:35,11/20/2023 15:54,11/20/2023 16:34,11/20/2023 16:50,NA,NA,65.6,2.1,0,30.2,NA,62.4,2.2,0,0.56,1,N,None,None,,1000,1000,1000,100,NoFish,0,0,Present
Year1,25,5,Night,2023-11-20 Night,2023-11-20 Night 5,0,0,0,0,0,0,0,0,11/20/2023 15:48,11/20/2023 18:35,11/20/2023 17:52,11/20/2023 18:32,11/20/2023 16:50,NA,NA,60.9,1.7,0,30.22,NA,59.9,0,0,0.56,1,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Morning,2023-11-24 Morning,2023-11-24 Morning 5,2,0,2,10,0,0,0,0,11/24/2023 6:36,11/24/2023 7:35,11/24/2023 6:44,11/24/2023 7:24,11/24/2023 6:58,NA,NA,46.5,14.8,0,29.96,Increasing,45.3,9,0,0.91,8,N,None,None,,1000,1000,1000,100,NoFish,0,1,Present
Year1,25,5,Evening,2023-11-27 Evening,2023-11-27 Evening 5,2,0,2,10,0,0,0,0,11/27/2023 15:40,11/27/2023 18:15,11/27/2023 15:45,11/27/2023 16:25,11/27/2023 16:46,NA,NA,61,2.2,0.05,30.12,NA,57.1,1.9,0.05,0.99,8,N,Smoke,None,Getting progressively smokier.,1000,100,100,10,NoFish,0,1,Present
Year1,25,5,Night,2023-11-27 Night,2023-11-27 Night 5,0,0,0,0,0,0,0,0,11/27/2023 15:40,11/27/2023 18:15,11/27/2023 17:50,11/27/2023 18:10,11/27/2023 16:46,NA,NA,53.5,0.8,0.05,30.13,NA,51,0.9,0.05,0.99,1,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Morning,2023-12-01 Morning,2023-12-01 Morning 5,3,0,3,10,0,0,0,0,12/1/2023 6:30,12/1/2023 7:40,12/1/2023 6:54,12/1/2023 7:34,12/1/2023 7:05,NA,NA,39.6,2.2,0.2,30.13,Increasing,37,1.8,0.2,0.81,8,N,Fog,None,"Light fog, lifting",1000,100,100,10,NoFish,0,1,Present
Year1,25,5,Evening,2023-12-07 Evening,2023-12-07 Evening 5,0,0,0,0,0,0,0,0,12/7/2023 15:50,12/7/2023 18:05,12/7/2023 16:00,12/7/2023 16:40,12/7/2023 16:44,NA,NA,56,2.7,0.4,30.15,Decreasing,50,2.8,0.3,0.24,8,N,None,None,Showers throughout the day.,1000,100,100,10,NoFish,0,0,Present
Year1,25,5,Night,2023-12-07 Night,2023-12-07 Night 5,0,0,0,0,0,0,0,0,12/7/2023 15:50,12/7/2023 18:05,12/7/2023 17:44,12/7/2023 18:04,12/7/2023 16:44,NA,NA,51,2.7,0.2,30.16,NA,50,3.3,0.2,0.24,1,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Morning,2023-12-08 Morning,2023-12-08 Morning 5,0,0,0,0,0,0,0,0,12/8/2023 6:37,12/8/2023 7:45,12/8/2023 6:59,12/8/2023 7:39,12/8/2023 7:12,NA,NA,44,4.7,0.1,30.28,Increasing,48.7,6.1,0.1,0.19,8,Y,None,None,Hunting to the West.,100,100,100,10,NoFish,0,0,Present
Year1,25,5,Morning,2023-12-12 Morning,2023-12-12 Morning 5,0,0,0,0,0,0,0,0,12/12/2023 7:00,12/12/2023 7:50,12/12/2023 7:07,12/12/2023 7:47,12/12/2023 7:15,NA,NA,34,0,0,30,NA,34,0,0,0,1,N,Fog,None,Fog lifting.,10,10,100,10,NoFish,0,0,Present
Year1,25,5,Evening,2023-12-14 Evening,2023-12-14 Evening 5,0,0,0,0,0,0,0,0,12/14/2023 15:50,12/14/2023 18:08,12/14/2023 15:53,12/14/2023 16:33,12/14/2023 16:45,NA,NA,58,1.6,1,30.19,Decreasing,58,0,1,0.04,8,N,Haze,None,Haze/clouds,100,100,100,10,NoFish,0,0,Present
Year1,25,5,Night,2023-12-14 Night,2023-12-14 Night 5,0,0,0,0,0,0,0,0,12/14/2023 15:50,12/14/2023 18:08,12/14/2023 17:46,12/14/2023 18:06,12/14/2023 16:45,NA,NA,49,0,1,30.19,NA,49,0,1,0.04,1,N,Haze,None,Night survey no birds detected.,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Evening,2023-12-20 Evening,2023-12-20 Evening 5,0,0,0,0,0,0,0,0,12/20/2023 16:02,12/20/2023 18:20,12/20/2023 16:07,12/20/2023 16:47,12/20/2023 16:47,NA,NA,58,0,1,29.83,Increasing,56,0,1,0.63,1,N,Rain,None,Intermittent rain following large storm today and yesterday. No birds.,100,100,1000,10,NoFish,0,0,Present
Year1,25,5,Night,2023-12-20 Night,2023-12-20 Night 5,0,0,0,0,0,0,0,0,12/20/2023 16:02,12/20/2023 18:20,12/20/2023 17:52,12/20/2023 18:12,12/20/2023 16:47,NA,NA,56,3,1,29.85,Increasing,55,3.1,1,0.63,8,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Morning,2023-12-22 Morning,2023-12-22 Morning 5,0,0,0,0,0,0,0,0,12/22/2023 7:05,12/22/2023 9:15,12/22/2023 7:08,12/22/2023 7:45,12/22/2023 7:22,NA,NA,45,4,0,29.99,NA,48,4,0.1,0.8,1,N,Fog,None,Camera trap batteries and decoys changed after survey.,100,100,100,10,NoFish,0,0,Present
Year1,25,5,Morning,2023-12-26 Morning,2023-12-26 Morning 5,0,0,0,0,0,0,0,0,12/26/2023 7:06,12/26/2023 8:00,12/26/2023 7:13,12/26/2023 7:53,12/26/2023 7:23,NA,NA,40,3,0.6,30.18,NA,40,2,0.5,1,1,Y,None,None,Shooting to SW,10,10,100,10,NoFish,0,0,Present
Year1,25,5,Evening,2023-12-28 Evening,2023-12-28 Evening 5,0,0,0,0,0,0,0,0,12/28/2023 16:09,12/28/2023 18:24,12/28/2023 16:13,12/28/2023 16:53,12/28/2023 16:52,NA,NA,59,2,0.8,30.13,Decreasing,57,3,0.8,0.95,8,N,None,None,,10,10,10,100,NoFish,0,0,Present
Year1,25,5,Night,2023-12-28 Night,2023-12-28 Night 5,0,0,0,0,0,0,0,0,12/28/2023 16:09,12/28/2023 18:24,12/28/2023 17:58,12/28/2023 18:18,12/28/2023 16:52,NA,NA,52,3,0.8,30.13,Decreasing,52,3,0.8,0.95,8,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Evening,2024-01-03 Evening,2024-01-03 Evening 5,0,0,0,0,0,0,0,0,1/3/2024 15:57,1/3/2024 18:21,1/3/2024 15:58,1/3/2024 16:48,1/3/2024 16:56,NA,NA,52,4,0.1,30.16,Increasing,51,3,0.1,0.5,1,N,None,None,,0,10,10,0,NoFish,0,0,Present
Year1,25,5,Night,2024-01-03 Night,2024-01-03 Night 5,0,0,0,0,0,0,0,0,1/3/2024 15:57,1/3/2024 18:21,1/3/2024 17:57,1/3/2024 18:17,1/3/2024 16:56,NA,NA,49,3,0.1,30.2,Increasing,49,3,0.1,0.5,8,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Morning,2024-01-05 Morning,2024-01-05 Morning 5,1,1,0,0,0,0,0,0,1/5/2024 7:22,1/5/2024 8:15,1/5/2024 7:25,1/5/2024 8:05,1/5/2024 7:25,NA,NA,39,5,0,30.33,Increasing,40,5,0,0.34,8,Y,None,None,Shooting heard from the west. Both egret and heron foraging briefly in the plots.,10,10,10,10,NoFish,1,1,Present
Year1,25,5,Evening,2024-01-10 Evening,2024-01-10 Evening 5,0,0,0,0,0,0,0,0,1/10/2024 15:56,1/10/2024 18:27,1/10/2024 16:00,1/10/2024 16:40,1/10/2024 17:04,NA,NA,54,13,0.6,29.86,Decreasing,53,13,0.6,0,1,N,None,None,,10,10,100,0,NoFish,0,0,Present
Year1,25,5,Night,2024-01-10 Night,2024-01-10 Night 5,0,0,0,0,0,0,0,0,1/10/2024 15:56,1/10/2024 18:27,1/10/2024 18:04,1/10/2024 18:24,1/10/2024 17:04,NA,NA,51,11,0.6,29.85,Decreasing,50,11,0.6,0,8,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Morning,2024-01-11 Morning,2024-01-11 Morning 5,0,0,0,0,0,0,0,0,1/11/2024 7:10,1/11/2024 8:20,1/11/2024 7:10,1/11/2024 7:50,1/11/2024 7:24,NA,NA,34,6,0,30.12,Increasing,34,6,0,0,8,Y,None,None,Shooting to SW at 7:40. Decoys rearranged. Huge snow goose flock to the north.,10000,0,0,10,NoFish,0,0,Present
Year1,25,5,Evening,2024-01-18 Evening,2024-01-18 Evening 5,1,0,1,10,0,0,0,0,1/18/2024 14:23,1/18/2024 18:35,1/18/2024 16:11,1/18/2024 16:51,1/18/2024 17:11,NA,NA,54,3,0.4,30.07,NA,52,3,0.4,0.59,1,N,None,None,Helping with fish sampling beforehand (plot disturbance).,10,10,10,10,NoFish,0,1,Present
Year1,25,5,Night,2024-01-18 Night,2024-01-18 Night 5,0,0,0,0,0,0,0,0,1/18/2024 14:23,1/18/2024 18:35,1/18/2024 18:12,1/18/2024 18:32,1/18/2024 17:11,NA,NA,50,3,0.4,30.07,NA,50,3,0.4,0.59,1,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Morning,2024-01-21 Morning,2024-01-21 Morning 5,0,0,0,0,0,0,0,0,1/21/2024 7:19,1/21/2024 8:10,1/21/2024 7:20,1/21/2024 8:00,1/21/2024 7:20,NA,NA,52,10,1,29.81,Increasing,52,10,1,0.84,8,N,Rain,None,,10,10,10,10,NoFish,0,0,Present
Year1,25,5,Morning,2024-01-25 Morning,2024-01-25 Morning 5,1,1,1,10,9,1,10,9,1/25/2024 7:20,1/25/2024 10:05,1/25/2024 7:20,1/25/2024 8:00,1/25/2024 7:18,NA,NA,46,2,0,30.18,Increasing,47,2,0,1,1,N,Fog,None,RWBL and BRBL near office,10,10,10,10,NoFish,1,1,Present
Year1,25,5,Evening,2024-01-26 Evening,2024-01-26 Evening 5,1,0,1,1,0,0,0,0,1/26/2024 16:25,1/26/2024 18:40,1/26/2024 16:25,1/26/2024 17:05,1/26/2024 17:20,NA,NA,58,3,0.95,30.29,NA,58,3,0.95,0.98,1,N,None,None,,10,10,10,10,NoFish,0,1,Present
Year1,25,5,Night,2024-01-26 Night,2024-01-26 Night 5,0,0,0,0,0,0,0,0,1/26/2024 16:25,1/26/2024 18:40,1/26/2024 18:20,1/26/2024 18:40,1/26/2024 17:20,NA,NA,56,2,1,30.29,NA,55,2,1,0.98,8,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Evening,2024-02-01 Evening,2024-02-01 Evening 5,0,0,0,0,0,0,0,0,2/1/2024 16:37,2/1/2024 18:45,2/1/2024 16:40,2/1/2024 17:20,2/1/2024 17:27,NA,NA,56,4,0.8,29.66,NA,54,4,0.7,0.58,8,N,None,None,,100,100,10,10,NoFish,0,0,Present
Year1,25,5,Night,2024-02-01 Night,2024-02-01 Night 5,0,0,0,0,0,0,0,0,2/1/2024 16:37,2/1/2024 18:45,2/1/2024 18:24,2/1/2024 18:44,2/1/2024 17:27,NA,NA,51,6,0.3,29.7,Increasing,51,6,0.3,0.57,8,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Morning,2024-02-02 Morning,2024-02-02 Morning 5,2,0,0,0,0,0,0,0,2/2/2024 7:08,2/2/2024 8:20,2/2/2024 7:08,2/2/2024 7:48,2/2/2024 7:11,NA,NA,46,7,0.9,29.83,Increasing,47,7,0.8,0.52,1,N,None,None,,100,100,10,10,NoFish,0,1,Present
Year1,25,5,Evening,2024-02-06 Evening,2024-02-06 Evening 5,2,0,2,6,0,0,0,0,2/6/2024 16:45,2/6/2024 18:54,2/6/2024 16:47,2/6/2024 17:27,2/6/2024 17:34,NA,NA,55,3,0.2,29.66,Decreasing,55,3,0.2,0.11,8,N,None,None,Killdeer bathing!,100,100,10,10,NoFish,0,1,Present
Year1,25,5,Night,2024-02-06 Night,2024-02-06 Night 5,0,0,0,0,0,0,0,0,2/6/2024 16:45,2/6/2024 18:54,2/6/2024 18:34,2/6/2024 18:54,2/6/2024 17:34,NA,NA,51,3,0.15,29.67,NA,51,3,0.15,0.11,8,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,NoFish,0,0,Present
Year1,25,5,Morning,2024-02-08 Morning,2024-02-08 Morning 5,0,0,0,0,0,0,0,0,2/8/2024 7:02,2/8/2024 8:21,2/8/2024 7:04,2/8/2024 7:44,2/8/2024 7:05,NA,NA,37,3,0.95,29.97,Increasing,39,3,0.7,0.02,8,N,None,None,"GWFG swimming through plots 6,7,8 at end of survey period.",10,10,10,100,NoFish,0,0,Present
Year1,25,5,Morning,2024-02-15 Morning,2024-02-15 Morning 5,2,0,0,0,0,0,0,0,2/15/2024 6:46,2/15/2024 7:35,2/15/2024 6:51,2/15/2024 7:31,2/15/2024 6:58,NA,NA,48,9,0.6,30.19,Increasing,48,9,0.6,0.38,8,N,None,None,"Killdeer displaying, active. GWFG returns, left plots and went across road as before.",10,10,10,100,NoFish,0,1,Present
Year1,25,5,Evening,2024-02-16 Evening,2024-02-16 Evening 5,0,0,0,0,0,0,0,0,2/16/2024 17:15,2/16/2024 19:10,2/16/2024 17:18,2/16/2024 17:58,2/16/2024 17:45,NA,NA,57,2,0.95,30.08,Decreasing,54,3,1,0.54,1,N,None,None,,10,10,10,100,NoFish,0,0,Present
Year1,25,5,Night,2024-02-16 Night,2024-02-16 Night 5,0,0,0,0,0,0,0,0,2/16/2024 17:15,2/16/2024 19:10,2/16/2024 18:50,2/16/2024 19:10,2/16/2024 17:45,NA,NA,52,3,1,30.07,Decreasing,52,3,1,0.54,1,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,24.5,6,Morning,2023-11-17 Morning,2023-11-17 Morning 6,0,0,0,0,0,0,0,0,11/17/2023 6:30,11/17/2023 9:30,11/17/2023 7:00,11/17/2023 7:40,11/17/2023 6:51,NA,NA,60,1.9,0.4,29.98,NA,60,2.2,0.4,0.19,1,Y,None,None,Occassional gunshots from the N. Worked on camera traps. Decoys left.,1000,1000,1000,100,Fish,0,0,Present
Year1,24.5,6,Evening,2023-11-20 Evening,2023-11-20 Evening 6,0,0,0,0,0,0,0,0,11/20/2023 15:48,11/20/2023 18:35,11/20/2023 15:54,11/20/2023 16:34,11/20/2023 16:50,NA,NA,65.6,2.1,0,30.2,NA,62.4,2.2,0,0.56,1,N,None,None,,1000,1000,1000,100,Fish,0,0,Present
Year1,24.5,6,Night,2023-11-20 Night,2023-11-20 Night 6,0,0,0,0,0,0,0,0,11/20/2023 15:48,11/20/2023 18:35,11/20/2023 17:52,11/20/2023 18:32,11/20/2023 16:50,NA,NA,60.9,1.7,0,30.22,NA,59.9,0,0,0.56,1,N,None,None,,NA,NA,NA,NA,Fish,0,0,Present
Year1,24.5,6,Morning,2023-11-24 Morning,2023-11-24 Morning 6,1,0,1,10,0,0,0,0,11/24/2023 6:36,11/24/2023 7:35,11/24/2023 6:44,11/24/2023 7:24,11/24/2023 6:58,NA,NA,46.5,14.8,0,29.96,Increasing,45.3,9,0,0.91,8,N,None,None,,1000,1000,1000,100,Fish,0,1,Present
Year1,24.5,6,Evening,2023-11-27 Evening,2023-11-27 Evening 6,0,0,0,0,0,0,0,0,11/27/2023 15:40,11/27/2023 18:15,11/27/2023 15:45,11/27/2023 16:25,11/27/2023 16:46,NA,NA,61,2.2,0.05,30.12,NA,57.1,1.9,0.05,0.99,8,N,Smoke,None,Getting progressively smokier.,1000,100,100,10,Fish,0,0,Present
Year1,24.5,6,Night,2023-11-27 Night,2023-11-27 Night 6,0,0,0,0,0,0,0,0,11/27/2023 15:40,11/27/2023 18:15,11/27/2023 17:50,11/27/2023 18:10,11/27/2023 16:46,NA,NA,53.5,0.8,0.05,30.13,NA,51,0.9,0.05,0.99,1,N,None,None,,NA,NA,NA,NA,Fish,0,0,Present
Year1,24.5,6,Morning,2023-12-01 Morning,2023-12-01 Morning 6,1,1,1,10,0,1,10,0,12/1/2023 6:30,12/1/2023 7:40,12/1/2023 6:54,12/1/2023 7:34,12/1/2023 7:05,NA,NA,39.6,2.2,0.2,30.13,Increasing,37,1.8,0.2,0.81,8,N,Fog,None,"Light fog, lifting",1000,100,100,10,Fish,1,1,Present
Year1,24.5,6,Evening,2023-12-07 Evening,2023-12-07 Evening 6,0,0,0,0,0,0,0,0,12/7/2023 15:50,12/7/2023 18:05,12/7/2023 16:00,12/7/2023 16:40,12/7/2023 16:44,NA,NA,56,2.7,0.4,30.15,Decreasing,50,2.8,0.3,0.24,8,N,None,None,Showers throughout the day.,1000,100,100,10,Fish,0,0,Present
Year1,24.5,6,Night,2023-12-07 Night,2023-12-07 Night 6,0,0,0,0,0,0,0,0,12/7/2023 15:50,12/7/2023 18:05,12/7/2023 17:44,12/7/2023 18:04,12/7/2023 16:44,NA,NA,51,2.7,0.2,30.16,NA,50,3.3,0.2,0.24,1,N,None,None,,NA,NA,NA,NA,Fish,0,0,Present
Year1,24.5,6,Morning,2023-12-08 Morning,2023-12-08 Morning 6,0,0,0,0,0,0,0,0,12/8/2023 6:37,12/8/2023 7:45,12/8/2023 6:59,12/8/2023 7:39,12/8/2023 7:12,NA,NA,44,4.7,0.1,30.28,Increasing,48.7,6.1,0.1,0.19,8,Y,None,None,Hunting to the West.,100,100,100,10,Fish,0,0,Present
Year1,24.5,6,Morning,2023-12-12 Morning,2023-12-12 Morning 6,0,0,0,0,0,0,0,0,12/12/2023 7:00,12/12/2023 7:50,12/12/2023 7:07,12/12/2023 7:47,12/12/2023 7:15,NA,NA,34,0,0,30,NA,34,0,0,0,1,N,Fog,None,Fog lifting.,10,10,100,10,Fish,0,0,Present
Year1,24.5,6,Evening,2023-12-14 Evening,2023-12-14 Evening 6,0,0,0,0,0,0,0,0,12/14/2023 15:50,12/14/2023 18:08,12/14/2023 15:53,12/14/2023 16:33,12/14/2023 16:45,NA,NA,58,1.6,1,30.19,Decreasing,58,0,1,0.04,8,N,Haze,None,Haze/clouds,100,100,100,10,Fish,0,0,Present
Year1,24.5,6,Night,2023-12-14 Night,2023-12-14 Night 6,0,0,0,0,0,0,0,0,12/14/2023 15:50,12/14/2023 18:08,12/14/2023 17:46,12/14/2023 18:06,12/14/2023 16:45,NA,NA,49,0,1,30.19,NA,49,0,1,0.04,1,N,Haze,None,Night survey no birds detected.,NA,NA,NA,NA,Fish,0,0,Present
Year1,24.5,6,Evening,2023-12-20 Evening,2023-12-20 Evening 6,0,0,0,0,0,0,0,0,12/20/2023 16:02,12/20/2023 18:20,12/20/2023 16:07,12/20/2023 16:47,12/20/2023 16:47,NA,NA,58,0,1,29.83,Increasing,56,0,1,0.63,1,N,Rain,None,Intermittent rain following large storm today and yesterday. No birds.,100,100,1000,10,Fish,0,0,Present
Year1,24.5,6,Night,2023-12-20 Night,2023-12-20 Night 6,0,0,0,0,0,0,0,0,12/20/2023 16:02,12/20/2023 18:20,12/20/2023 17:52,12/20/2023 18:12,12/20/2023 16:47,NA,NA,56,3,1,29.85,Increasing,55,3.1,1,0.63,8,N,None,None,,NA,NA,NA,NA,Fish,0,0,Present
Year1,24.5,6,Morning,2023-12-22 Morning,2023-12-22 Morning 6,0,0,0,0,0,0,0,0,12/22/2023 7:05,12/22/2023 9:15,12/22/2023 7:08,12/22/2023 7:45,12/22/2023 7:22,NA,NA,45,4,0,29.99,NA,48,4,0.1,0.8,1,N,Fog,None,Camera trap batteries and decoys changed after survey.,100,100,100,10,Fish,0,0,Present
Year1,24.5,6,Morning,2023-12-26 Morning,2023-12-26 Morning 6,0,0,0,0,0,0,0,0,12/26/2023 7:06,12/26/2023 8:00,12/26/2023 7:13,12/26/2023 7:53,12/26/2023 7:23,NA,NA,40,3,0.6,30.18,NA,40,2,0.5,1,1,Y,None,None,Shooting to SW,10,10,100,10,Fish,0,0,Present
Year1,24.5,6,Evening,2023-12-28 Evening,2023-12-28 Evening 6,1,1,0,0,0,0,0,0,12/28/2023 16:09,12/28/2023 18:24,12/28/2023 16:13,12/28/2023 16:53,12/28/2023 16:52,NA,NA,59,2,0.8,30.13,Decreasing,57,3,0.8,0.95,8,N,None,None,,10,10,10,100,Fish,1,1,Present
Year1,24.5,6,Night,2023-12-28 Night,2023-12-28 Night 6,0,0,0,0,0,0,0,0,12/28/2023 16:09,12/28/2023 18:24,12/28/2023 17:58,12/28/2023 18:18,12/28/2023 16:52,NA,NA,52,3,0.8,30.13,Decreasing,52,3,0.8,0.95,8,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,Fish,0,0,Present
Year1,24.5,6,Evening,2024-01-03 Evening,2024-01-03 Evening 6,0,0,0,0,0,0,0,0,1/3/2024 15:57,1/3/2024 18:21,1/3/2024 15:58,1/3/2024 16:48,1/3/2024 16:56,NA,NA,52,4,0.1,30.16,Increasing,51,3,0.1,0.5,1,N,None,None,,0,10,10,0,Fish,0,0,Present
Year1,24.5,6,Night,2024-01-03 Night,2024-01-03 Night 6,0,0,0,0,0,0,0,0,1/3/2024 15:57,1/3/2024 18:21,1/3/2024 17:57,1/3/2024 18:17,1/3/2024 16:56,NA,NA,49,3,0.1,30.2,Increasing,49,3,0.1,0.5,8,N,None,None,,NA,NA,NA,NA,Fish,0,0,Present
Year1,24.5,6,Morning,2024-01-05 Morning,2024-01-05 Morning 6,1,1,0,0,0,0,0,0,1/5/2024 7:22,1/5/2024 8:15,1/5/2024 7:25,1/5/2024 8:05,1/5/2024 7:25,NA,NA,39,5,0,30.33,Increasing,40,5,0,0.34,8,Y,None,None,Shooting heard from the west. Both egret and heron foraging briefly in the plots.,10,10,10,10,Fish,1,1,Present
Year1,24.5,6,Evening,2024-01-10 Evening,2024-01-10 Evening 6,0,0,0,0,0,0,0,0,1/10/2024 15:56,1/10/2024 18:27,1/10/2024 16:00,1/10/2024 16:40,1/10/2024 17:04,NA,NA,54,13,0.6,29.86,Decreasing,53,13,0.6,0,1,N,None,None,,10,10,100,0,Fish,0,0,Present
